Publication.year	Organism	Context	MeSH.ID	MeSH.term	Phase	Tissue	Function	Source.cell.type.class	Source.cell.type	Target.cell.type.class	Target.cell.type	Clear.direction	Reciprocal.direction	Interaction.details	Method	Method.details	Reference	Information	Full.PDF	PMID	Title
2011	human	brain	A08	Nervous System	NA	NA	stimulate the astrocytes to release second messengers to vascular endothelial cells which in turn initiate focal hyperemic responses	neuron	neuron	astrocyte	astrocyte	1	0	N-acetylaspartylglutamate (NAAG)	experimental	immunohistochemistry	15065127	1	1	21720525	The Vertebrate Brain, Evidence of Its Modular Organization and Operating System: Insights into the Brain's Basic Units of Structure, Function, and Operation and How They Influence Neuronal Signaling and Behavior
2011	human	brain	A08	Nervous System	NA	NA	initiate focal hyperemic responses	astrocyte	astrocyte	endothelial cell	endothelial cell	1	0	NA	not sure	NA	21720525	1	1	21720525	The Vertebrate Brain, Evidence of Its Modular Organization and Operating System: Insights into the Brain's Basic Units of Structure, Function, and Operation and How They Influence Neuronal Signaling and Behavior
2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	21708226	Monocyte-endothelium-smooth muscle cell interaction in co-culture: proliferation and cytokine productions in response to advanced glycation end products
2011	human	bladder	A05	Urogenital System	NA	NA	NA	smooth muscle cell	bladder smooth muscle cell	smooth muscle cell	bladder smooth muscle cell	1	0	gap junctions	experimental	in vitro	21674053	1	1	21674053	Cytokine effects on gap junction communication and connexin expression in human bladder smooth muscle cells and suburothelial myofibroblasts
2011	human	bladder	A05	Urogenital System	NA	NA	NA	myofibroblast	suburothelial myofibroblast	myofibroblast	suburothelial myofibroblast	1	0	gap junctions	experimental	in vitro	21674053	1	1	21674053	Cytokine effects on gap junction communication and connexin expression in human bladder smooth muscle cells and suburothelial myofibroblasts
2011	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	calvarial healing	others	mouse dura mater	stromal cell	human adipose-derived stromal cell	1	0	BMP-2	experimental	in vitro	21656608	1	1	21656608	Dura mater stimulates human adipose-derived stromal cells to undergo bone formation in mouse calvarial defects
2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	21621608	VGF: an inducible gene product, precursor of a diverse array of neuro-endocrine peptides and tissue-specific disease biomarkers
2011	human	co-culture	E05	Investigative Techniques	NA	NA	chemotaxis effect	cancer cell	FaDu cell (carcinoma cell)	endothelial cell	human umbilical vein endothelial cell	1	0	VEGF, bFGF	experimental	in vitro	21592329	1	1	21592329	渭-Slide Chemotaxis: a new chamber for long-term chemotaxis studies
2011	human	angiogenesis	C23|G09	Pathological Conditions, Signs and Symptoms|Circulatory and Respiratory Physiological Phenomena	NA	NA	trigger the development of stable vascular-like networks	stem cell	adipose-derived stem cell	endothelial cell	endothelial colony forming cell	0	NA	direct cell-cell contacts	experimental	in vitro	21585313	1	1	21585313	Laser printing of three-dimensional multicellular arrays for studies of cell-cell and cell-environment interactions
2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	21515906	Evidence for label-retaining tumour-initiating cells in human glioblastoma
2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	21405953	Intracellular signaling in human iridial fibroblasts and iridial melanocytes in response to prostaglandins, endothelin, isoproterenol, and other pharmacological agents
2011	human	nervous system	A08	Nervous System	NA	NA	activate the expression of downstream genes associated with cell proliferation, differentiation and apoptosis	stem cell	normal neural stem cell	stem cell	normal neural stem cell	1	0	NA	experimental	transfection	7566092	1	1	21342503	Notch signaling contributes to the maintenance of both normal neural stem cells and patient-derived glioma stem cells
2011	human	glioma	C04	Neoplasms	NA	NA	maintain GSCs by promoting their self- renewal and inhibiting their differentiation into INP-like cells	stem cell	glioma stem cell	stem cell	glioma stem cell	1	0	NA	experimental	in vitro	21342503	1	1	21342503	Notch signaling contributes to the maintenance of both normal neural stem cells and patient-derived glioma stem cells
2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	21183475	Embryonic frog epidermis: a model for the study of cell-cell interactions in the development of mucociliary disease
2011	human	immune response	G12	Immune System Phenomena	NA	NA	stimulate lymphocytes in an antigen-specific manner with autologous DCs or without DCs, and also induce and modulate humoral immunity through a Type 1 polarizing mechanism	dendritic cell	dendritic cell	dendritic cell	dendritic cell	1	0	exosomes	experimental	in vitro	14764678	1	1	21044087	Exosomal-like vesicles with immune-modulatory features are present in human plasma and can induce CD4+ T-cell apoptosis in vitro
2011	human	immune response	G12	Immune System Phenomena	NA	NA	inhibit proliferation of lymphocytes, meanwhile enhancing the suppressive function of CD4+ CD25+ T cells and directly inhibiting NK cell killing function in a T-cell鈥� independent manner	cancer cell	tumor cell	lymphocyte	lymphocyte	1	0	exosomes	experimental	in vitro	17671216	1	1	21044087	Exosomal-like vesicles with immune-modulatory features are present in human plasma and can induce CD4+ T-cell apoptosis in vitro
2011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	20876208	Connexon-mediated cell adhesion drives microtissue self-assembly
2010	human	EBV infection	C01	Infections	NA	NA	functional transfer of EBV-miRNAs	B cell	B cell	T cell	T cell	1	0	exosomes	experimental	锘縞o-culture	19684116	1	1	21057637	Exosomes: Fit to deliver small RNA
2010	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	 the osteogenic properties of Ti surfaces on osteoblasts in the presence of endothelial cells	endothelial cell	umbilical vein endothelial cell	bone cell	osteoblast-like cell (MG63 cell)	1	0	NA	experimental	in vitro	20728208	1	1	20728208	Osteogenic properties of hydrophilic and hydrophobic titanium surfaces evaluated with osteoblast-like cells (MG63) in coculture with human umbilical vein endothelial cells (HUVEC)
2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	20603896	Developing a tissue-engineered model of the human bronchiole
2010	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	HAFs proliferation was reduced as a result of being in co-culture with HBCs in a way correlated with the starting HBC/HAF ratio; Although HBC proliferation was also reduced in some co-cultures, this was not correlated with the HBC/HAF ratio.	bone cell	primary adult human bone-derived osteoblast cell	fibroblast	abdominal fibroblast	0	NA	NA	experimental	in vitro	20419629	1	1	20419629	Novel in vitro co-culture methodology to investigate heterotypic cell-cell interactions
2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	20167338	In vitro functional comparison of therapeutically relevant human vasculogenic progenitor cells used for cardiac cell therapy
2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	20147621	Communication via gap junctions underlies early functional and beneficial interactions between grafted neural stem cells and the host
2010	human	angiogenesis	C23|G09	Pathological Conditions, Signs and Symptoms|Circulatory and Respiratory Physiological Phenomena	NA	NA	formation of angiogenic structures	bone cell	primary osteoblast	endothelial cell	outgrowth endothelial cell	0	NA	NA	experimental	in vitro	20144913	1	1	20144913	Influence of polymer content in Ca-deficient hydroxyapatite-polycaprolactone nanocomposites on the formation of microvessel-like structures
2010	human	lung	A04	Respiratory System	NA	lung	mediate transport of cellular material between cells; mediating migration of epithelial cells between EP masses	epithelial cell	bronchial epithelial cell	epithelial cell	bronchial epithelial cell	1	0	EP bridges	experimental	in vitro	20126618	1	1	20126618	Tubular bridges for bronchial epithelial cell migration and communication
2010	human	angiogenesis	C23|G09	Pathological Conditions, Signs and Symptoms|Circulatory and Respiratory Physiological Phenomena	NA	NA	strong distance-dependent migration toward HUVECs and supported the formation of stable vascular networks resembling capillary-like vasculature	endothelial cell	human umbilical vein endothelial cell	stem cell	bone marrow-derived mesenchymal stem cell	1	0	NA	experimental	in vitro	19998330	1	1	19998330	Micropatterned three-dimensional hydrogel system to study human endothelial-mesenchymal stem cell interactions
2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	19907980	Study of gap junctions in human embryonic stem cells
2010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19796498	Cell-cell interaction promotes rat marrow stromal cell differentiation into endothelial cell via activation of TACE/TNF-alpha signaling
2010	human	co-culture	E05	Investigative Techniques	NA	NA	NA	endothelial cell	coronary artery endothelial cell	fibroblast	tumoral dermal fibroblast (C54)	1	0	NA	experimental	in vitro	19274711	1	1	19274711	Heterotypic interaction of fibroblasts and endothelial cells on restricted area
2009	human	tumor microenvironment	G04	Cell Physiological Phenomena	NA	NA	the expression and phosphorylation of WWOX is reduced in LNCaP cells	endothelial cell	human umbilical vein endothelial cell	cancer cell	LNCaP prostate carcinoma cell	1	0	cell-cell contact	experimental	in vitro	19774227	1	1	19774227	Image-based assessment of growth and signaling changes in cancer cells mediated by direct cell-cell contact
2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19637986	Liver tissue engineering in the evaluation of drug safety
2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19629190	Non-linear elasticity of extracellular matrices enables contractile cells to communicate local position and orientation
2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19564624	"A ""latent niche"" mechanism for tumor initiation"
2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19492336	Downregulation of gap junction expression and function by endoplasmic reticulum stress
2009	human	breast cancer	C04|C17	Neoplasms|Skin and Connective Tissue Diseases	NA	NA	promote the growth and metastatic potential	platelet	peripheral blood platelet	cancer cell	breast cancer cell	1	0	microvesicles	experimental	锘縤ncubation	16836568	1	1	19462451	Lung cancer secreted microvesicles: underappreciated modulators of microenvironment in expanding tumors
2009	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	promote the growth and metastatic potential	platelet	peripheral blood platelet	cancer cell	lung cancer cell	1	0	microvesicles	experimental	in vitro	15499615	1	1	19462451	Lung cancer secreted microvesicles: underappreciated modulators of microenvironment in expanding tumors
2009	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	induce phosphorylation of MAPKp42/44 and AKT; strongly chemoattract	cancer cell	lung cancer cell	endothelial cell	endothelial cell	1	0	microvesicles	experimental	in vitro, in vivo	19462451	1	1	19462451	Lung cancer secreted microvesicles: underappreciated modulators of microenvironment in expanding tumors
2009	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	stimulate phosphorylation of MAPKp42/44 and AKT	cancer cell	lung cancer cell	fibroblast	BM-derived fibroblast	1	0	microvesicles	experimental	in vitro	19462451	1	1	19462451	Lung cancer secreted microvesicles: underappreciated modulators of microenvironment in expanding tumors
2009	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	stimulate phosphorylation of MAPKp42/44 and AKT	cancer cell	lung cancer cell	fibroblast	lung-derived fibroblast	1	0	microvesicles	experimental	in vitro	19462451	1	1	19462451	Lung cancer secreted microvesicles: underappreciated modulators of microenvironment in expanding tumors
2009	human	lung cancer	C04|C08	Neoplasms|Respiratory Tract Diseases	NA	NA	activate phosphorylation of STAT3, AKT, and MAPKp42/44	fibroblast	lung-derived fibroblast	cancer cell	lung cancer cell	1	0	microvesicles	experimental	in vitro	19462451	1	1	19462451	Lung cancer secreted microvesicles: underappreciated modulators of microenvironment in expanding tumors
2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19337375	Paracrine diffusion of PrP(C) and propagation of prion infectivity by plasma membrane-derived microvesicles
2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19211674	Persistent competition among stem cells and their daughters in the Drosophila ovary germline niche
2009	human	infection	C01	Infections	co-cultured in the presence of phorbol myristate acetate	NA	GPI-anchored cellular prion protein PrPC (35 kDa) could be transferred in vitro	others	neuroblastoma cell	others	erythroleukemia cell	1	0	intercellular protein transfer	experimental	锘縞o-culture	12359724	1	1	19208767	Physical transfer of membrane and cytoplasmic components as a general mechanism of cell-cell communication
2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19149601	Cellular regulation of SIRT1
2009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19113950	Engineering retina from human retinal progenitors (cell lines)
2009	human	co-culture	E05	Investigative Techniques	NA	NA	heterotypic interactions with increased nutrient availability	hepatocyte	murine hepatocyte	endothelial cell	human umbilical vein endothelial cell	0	NA	soluble ligands	experimental	in vitro	18837649	1	1	18837649	Connected culture of murine hepatocytes and HUVEC in a multicompartmental bioreactor
2009	human	bone microenvironment	A02|A10	Musculoskeletal System|Tissues	NA	NA	promote chondrogenic and osteogenic differentiation of hMSCs	chondrocyte	rabbit articular chondrocyte	stem cell	human mesenchymal stem cell	1	0	NA	experimental	in vitro	18708174	1	1	18708174	Variations in the ratios of co-cultured mesenchymal stem cells and chondrocytes regulate the expression of cartilaginous and osseous phenotype in alginate constructs
2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19186188	Mathematical simulations of ligand-gated and cell-type specific effects on the action potential of human atrium
2008	human	airway	A04	Respiratory System	NA	NA	mucociliary clearance	ciliated cell	ciliated cell	ciliated cell	ciliated cell	1	0	mucous	not sure	NA	18757316	1	1	18757316	Airway epithelial cells: current concepts and challenges
2008	human	muscle	A02|A10	Musculoskeletal System|Tissues	NA	NA	express the most MMP-2 mRNA	muscle-derived cell	myogenic muscle-derived cell	muscle-derived cell	nonmyogenic muscle-derived cell	1	0	NA	experimental	in vitro	18720445	1	1	18720445	Synergy between myogenic and non-myogenic cells in a 3D tissue-engineered craniofacial skeletal muscle construct
2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	18667798	Neuroendocrine dysfunction in Sjogren's syndrome
2008	human	breast tissue	A01	Body Regions	NA	NA	for cells to make life or death decisions	stromal cell	stromal cell	epithelial cell	epithelial cell	1	0	NA	experimental	in vitro	14734499	1	1	18652667	Conjugated linoleic acid induces apoptosis through estrogen receptor alpha in human breast tissue
2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	18570454	Proteomic analysis of exosomes from human neural stem cells by flow field-flow fractionation and nanoflow liquid chromatography-tandem mass spectrometry
2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	18283625	Exosomes for the treatment of human malignancies
2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	18262434	The cholinergic system and cancer
2008	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	18211261	Cancer-associated differences in acetylcholinesterase activity in bronchial aspirates from patients with lung cancer
2008	human	hematopoietic progenitor cell	A11|A15	Cells|Hemic and Immune Systems	NA	NA	maintenance of 'stemness'	progenitor cell	hematopoietic progenitor cell	stromal cell	mesenchymal stromal cell	1	0	CD44	experimental	in vitro	18160820	1	1	18160820	Adhesion of human hematopoietic progenitor cells to mesenchymal stromal cells involves CD44
2008	human	intervertebral disc degeneration	C05	Musculoskeletal Diseases	NA	NA	increase in extracellular matrix (ECM) production	nucleus pulposus cell	nucleus pulposus cell	stem cell	mesenchymal stem cell	1	0	NA	experimental	in vitro	18082460	1	1	18082460	Feasibility of a stem cell therapy for intervertebral disc degeneration
2008	human	renal cortex	A05	Urogenital System	NA	NA	affect proximal tubular cell function	endothelial cell	microvascular endothelial cell	proximal tubular cell	proximal tubular cell	1	0	a complex network of communication	experimental	in vitro	18057119	1	1	18057119	Influence of microvascular endothelial cells on transcriptional regulation of proximal tubular epithelial cells
2007	human	thrombosis	C14	Cardiovascular Diseases	NA	NA	critical components of the hemostatic and thrombotic processes	blood cell	blood cell	others	vessel wall cell	0	NA	NTPDase1	experimental	in vitro, in vivo, and ex vivo	14675084	1	1	18806312	NTPDase and 5'-nucleotidase activities in physiological and disease conditions: new perspectives for human health
2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	17956143	Proteomic analysis of microvesicles derived from human colorectal cancer cells
2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	17911156	Fruit flies and the sperm proteome
2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	17896977	Connexins as precocious markers and molecular targets for chemical and pharmacological agents in carcinogenesis
2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	17887916	Hypoxia and heme oxygenases: oxygen sensing and regulation of expression
2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	17679141	Isolation and identification of mesenchymal stem cells from human lipoma tissue
2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	17645461	Isolation and characterization of human gastric cell lines with stem cell phenotypes
2007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	17634278	Differential effects of Francisella tularensis lipopolysaccharide on B lymphocytes
2007	human	immune response	G12	Immune System Phenomena	NA	NA	induce aberrant antigen-presenting cell maturation	stem cell	mesenchymal stem cell	antigen-presenting cell	antigen-presenting cell	1	0	STAT3 	experimental	in vitro	17309823	1	1	17309823	Contact-dependent induction of regulatory antigen-presenting cells by human mesenchymal stem cells is mediated via STAT3 signaling
2007	human	immune response	G12	Immune System Phenomena	NA	NA	modulate the differentiation and maturation of antigen-presenting cells	stem cell	mesenchymal stem cell	antigen-presenting cell	antigen-presenting cell	1	0	NA	experimental	in vitro	15692068	1	1	17309823	Contact-dependent induction of regulatory antigen-presenting cells by human mesenchymal stem cells is mediated via STAT3 signaling
2007	human	immune response	G12	Immune System Phenomena	NA	NA	inhibit T cell	stem cell	mesenchymal stem cell	T cell	T cell	1	0	interleukin-10	experimental	ex vivo	15514012	1	1	17309823	Contact-dependent induction of regulatory antigen-presenting cells by human mesenchymal stem cells is mediated via STAT3 signaling
2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	16968164	Contribution of non-parenchymal cells to the performance of micropatterned hepatocytes
2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	16931449	Connexin36 and pancreatic beta-cell functions
2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	16845172	Characterization of molecules mediating cell-cell communication in human cardiac valve interstitial cells
2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	16814859	Micromolding of photocrosslinkable chitosan hydrogel for spheroid microarray and co-cultures
2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	16799204	Isolation and analysis of lipid rafts in cell-cell interactions
2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	16492141	Life cycle of connexins in health and disease
2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	16381928	EndoNet: an information resource about endocrine networks
2006	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	16352326	Chlorpromazine reduces the intercellular communication via gap junctions in mammalian cells
2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	16411810	Novel method to examine hepatocyte-specific gene expression in a functional coculture system
2005	human	brain	A08	Nervous System	hypoxia	NA	promote the upregulation of glucose transporter glut-1 in endothelial cells	pericyte	brain pericyte	endothelial cell	endothelial cell	1	0	prostaglandins D2 and J2 	experimental	in vitro	15797264	1	1	16166562	Endothelial/pericyte interactions
2005	human	cell differentiation	G04	Cell Physiological Phenomena	NA	NA	pericyte differentiation	endothelial cell	endothelial cell	pericyte	pericyte	1	0	TGF-beta	experimental	in vivo, transgenic mice	15548578	1	1	16166562	Endothelial/pericyte interactions
2005	human	blood vessel	A07	Cardiovascular System	NA	NA	lead to stabilization of endothelial cells	pericyte	pericyte	endothelial cell	endothelial cell	1	0	prostaglandins D2 and J2	experimental	in vitro, rat	15797264	1	1	16166562	Endothelial/pericyte interactions
2005	human	angiogenesis	C23|G09	Pathological Conditions, Signs and Symptoms|Circulatory and Respiratory Physiological Phenomena	vessel maturation	NA	result in proliferation and migration of mural cells during vessel maturation	endothelial cell	sprouting endothelial cell	mural cell	mural cell	1	0	PDGFB:PDGFRB	not sure	NA	16166562	1	1	16166562	Endothelial/pericyte interactions
2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	16159901	Reactive oxygen species production via NADPH oxidase mediates TGF-beta-induced cytoskeletal alterations in endothelial cells
2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	15868959	Proenzyme therapy of cancer
2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	15725748	Accelerated growth and prolonged lifespan of adipose tissue-derived human mesenchymal stem cells in a medium using reduced calcium and antioxidants
2005	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	15688009	Medium-mediated intercellular communication is involved in bystander responses of X-ray-irradiated normal human fibroblasts
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	15288263	Notch signaling in the integrated control of keratinocyte growth/differentiation and tumor suppression
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	15265877	Cutting edge: Membrane nanotubes connect immune cells
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	15242756	Connexin 26-mediated gap junctional intercellular communication suppresses paracellular permeability of human intestinal epithelial cell monolayers
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	15146564	Receptor for the globular heads of C1q (gC1q-R
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	15094343	Gap junctions and the connexin protein family
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	15061569	Novel endogenous small molecules as the checkpoint controllers in inflammation and resolution: entr鈭毬〆 for resoleomics
2004	human	pituitary tumor	C04|C10|C19	Neoplasms|Nervous System Diseases|Endocrine System Diseases	NA	NA	 lactotropes鈥� proliferation and neovascularization for tumor survival	others	folliculostellate cell	others	lactotrope	1	0	TGF-尾 family	not sure	NA	15032616	1	1	15032616	Potential of gene therapy for the treatment of pituitary tumors
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	14997440	Gap junctions and cancer: implications and perspectives
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	14993837	Role of GM3-enriched microdomains in signal transduction regulation in T lymphocytes
2004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	14970327	Inactivation of a Pseudomonas aeruginosa quorum-sensing signal by human airway epithelia
2004	human	vasoconstriction	G09	Circulatory and Respiratory Physiological Phenomena	NA	NA	 promote peripheral vasoconstriction	neural cell	sympathetic nerve terminal cell	smooth muscle cell	vascular smooth muscle cell	0	NA	muscle interstitial calcium	experimental	in situ	14691034	1	1	14691034	Muscle interstitial calcium during head-up tilt in humans
2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	19002943	Aspects on properties, use and ethical considerations of embryonic stem cells
2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	14623228	Lineage choice and differentiation in mouse embryos and embryonic stem cells
2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	14612506	Expression of CONNEXIN43 is highly sensitive to ionizing radiation and other environmental stresses
2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	14521518	Heart valve and arterial tissue engineering
2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	12770742	Novel genes regulated by gonadotropins in granulosa cells: new perspectives on their physiological functions
2003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	12594298	Lipoxin A4 and aspirin-triggered 15-epi-lipoxin A4 inhibit human neutrophil migration: comparisons between synthetic 15 epimers in chemotaxis and transmigration with microvessel endothelial cells and epithelial cells
2003	human	kidney	A05	Urogenital System	NA	NA	angiotensin II regulation of renin production	others	juxtaglomerular cell	smooth muscle cell	smooth muscle cell	1	0	connexin	experimental	in vitro	12570929	1	1	12570929	Intercellular communication between renin expressing As4.1 cells
2003	human	asthma	C08|C20	Respiratory Tract Diseases|Immune System Diseases	NA	NA	NA	epithelial cell	epithelial cell	dendritic cell	dendritic cell	1	0	chemokines	experimental	in vitro	12476082	1	1	12476082	The other cells in asthma: dendritic cell and epithelial cell crosstalk
2003	human	asthma	C08|C20	Respiratory Tract Diseases|Immune System Diseases	NA	NA	NA	epithelial cell	epithelial cell	T cell	Th2 cell	1	0	chemokines	not sure	NA	12476082	1	1	12476082	The other cells in asthma: dendritic cell and epithelial cell crosstalk
2003	human	asthma	C08|C20	Respiratory Tract Diseases|Immune System Diseases	NA	NA	NA	dendritic cell	dendritic cell	T cell	Th2 cell	1	0	chemokines	not sure	NA	12476082	1	1	12476082	The other cells in asthma: dendritic cell and epithelial cell crosstalk
2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	12566222	Connexins and cancer
2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	12168060	Loss of EphB4 receptor tyrosine kinase protein expression during carcinogenesis of the human breast
2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	12126230	Gap junctions: structure and function (Review)
2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	12000221	MMP-2 and MMP-9 expression in breast cancer-derived human fibroblasts is differentially regulated by stromal-epithelial interactions
2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	11934257	Human placental trophoblast as an in vitro model for tumor progression
2002	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	11711124	Determination of the epigenetic effects of ochratoxin in a human kidney and a rat liver epithelial cell line
